songTitle,artistName,releaseYear,popularity
Symphony No. 1 Jeremiah: I. Prophecy,"['Leonard Bernstein', 'Jennie Tourel', 'New York Philharmonic']",1962,9
Symphony No. 1 Jeremiah: II. Profanation,"['Leonard Bernstein', 'Jennie Tourel', 'New York Philharmonic']",1950,0
Symphony No. 1 Jeremiah: III. Lamentation,"['Leonard Bernstein', 'Jennie Tourel', 'New York Philharmonic']",1950,0
"Symphony No. 1 in A-Flat Major, Op. 55: II. Allegro molto","['Edward Elgar', 'Daniel Barenboim', 'London Philharmonic Orchestra']",1949,0
"Symphony No. 1 in A-Flat Major, Op. 55: III. Adagio","['Edward Elgar', 'Daniel Barenboim', 'London Philharmonic Orchestra']",1949,0
"Symphony No. 1 in A-Flat Major, Op. 55: IV. Lento - Allegro","['Edward Elgar', 'Daniel Barenboim', 'London Philharmonic Orchestra']",1949,0
"Symphony No. 1 in B-Flat Major, Op. 38 Spring: I. Andante un poco maestoso - Allegro molto vivace","['Robert Schumann', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']",1951,0
"Symphony No. 1 in B-Flat Major, Op. 38 Spring: II. Larghetto","['Robert Schumann', 'Charles Münch']",1951,0
"Symphony No. 1 in B-Flat Major, Op. 38 Spring: III. Scherzo - Molto vivace","['Robert Schumann', 'Charles Münch']",1951,0
"Symphony No. 1 in B-Flat Major, Op. 38 Spring: III. Scherzo: Molto vivace","['Robert Schumann', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']",1951,0
"Symphony No. 1 in B-Flat Major, Op. 38 Spring: IV. Allegro animato e grazioso","['Robert Schumann', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']",1951,0
"Symphony No. 1 in C Major, Die 4 Weltalter (the 4 Ages of the World): I. Larghetto","['Carl Ditters von Dittersdorf', 'Failoni Kamarazenekar', 'Hanspeter Gmür']",1995,41
"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio","['Ludwig van Beethoven', 'George Szell', 'Cleveland Orchestra']",1962,19
"Symphony No. 1 in C Major, Op. 21: II. Andante cantabile con moto","['Ludwig van Beethoven', 'Arturo Toscanini', 'NBC Symphony Orchestra']",1942,0
"Symphony No. 1 in C Major, Op. 21: III. Menuetto (Allegro molto e vivace)","['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",1936,0
"Symphony No. 1 in C Major, Op. 21: III. Menuetto. Allegro molto e vivace","['Ludwig van Beethoven', 'George Szell', 'Cleveland Orchestra']",1962,15
"Symphony No. 1 in C Major, Op. 21: IV. Adagio - Allegro molto e vivace","['Ludwig van Beethoven', 'Arturo Toscanini', 'NBC Symphony Orchestra']",1942,0
"Symphony No. 1 in C Major, Op. 21: IV. Finale (Adagio - Allegro molto e vivace)","['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",1936,0
"Symphony No. 1 in C Major, Op. 21: IV. Finale. Adagio - Allegro molto e vivace","['Ludwig van Beethoven', 'George Szell', 'Cleveland Orchestra']",1962,15
"Symphony No. 1 in C Minor, Op. 68: Andante sostenuto","['Johannes Brahms', 'Charles Münch']",1951,0
"Symphony No. 1 in C Minor, Op. 68: I. Un poco sostenuto - Allegro","['Johannes Brahms', 'Arturo Toscanini']",1942,0
"Symphony No. 1 in C Minor, Op. 68: II. Andante sostenuto","['Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra']",1951,0
"Symphony No. 1 in C Minor, Op. 68: III. Un poco allegretto e grazioso","['Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra']",1951,0
"Symphony No. 1 in C Minor, Op. 68: IV. Adagio - Più andante - Allegro non troppo, ma con brio","['Johannes Brahms', 'Arturo Toscanini']",1942,0
"Symphony No. 1 in C Minor, Op. 68: Un poco allegretto e grazioso","['Johannes Brahms', 'Charles Münch']",1951,0
Symphony No. 1 in D Major Titan: I. Langsam - Schleppend,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1945,0
Symphony No. 1 in D Major Titan: I. Langsam. Schleppend,"['Gustav Mahler', 'Bruno Walter', 'Columbia Symphony Orchestra']",1946,0
Symphony No. 1 in D Major Titan: II. Kräftig bewegt,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1945,0
"Symphony No. 1 in D Major Titan: II. Kräftig bewegt, doch nicht zu schnell","['Gustav Mahler', 'Bruno Walter', 'Columbia Symphony Orchestra']",1946,0
"Symphony No. 1 in D Major Titan: III. Feierlich und gemessen, ohne zu schleppen","['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1945,0
Symphony No. 1 in D Major Titan: IIIb. A tempo. Ziemlich langsam,"['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1967,24
Symphony No. 1 in D Major Titan: IV. Stürmisch bewegt,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1945,0
Symphony No. 1 in D Major Titan: IV. Stürmisch bewegt - Energisch,"['Gustav Mahler', 'Bruno Walter', 'Columbia Symphony Orchestra']",1945,1
"Symphony No. 1 in D Major Titan: Ia. Langsam, schleppend","['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1967,21
"Symphony No. 1 in D Major, Op. 25 Classical: I. Allegro","['Sergei Prokofiev', 'Arturo Toscanini']",1951,0
"Symphony No. 1 in E Minor, Op. 39: II. Andante","['Jean Sibelius', 'Sir John Barbirolli', 'New York Philharmonic']",1940,0
"Symphony No. 1 in E Minor, Op. 39: III. Scherzo. Allegro","['Jean Sibelius', 'Sir John Barbirolli', 'New York Philharmonic']",1940,0
"Symphony No. 1 in E Minor, Op. 39: IV. Finale - Allegro moderato","['Jean Sibelius', 'Sir John Barbirolli', 'New York Philharmonic']",1940,0
"Symphony No. 1 in F Minor, Op. 10: IV. Lento - Allegro molto","['Dmitri Shostakovich', 'Arturo Toscanini']",1951,0
"Symphony No. 1, Op. 9: I. Allegro ma non troppo","['Samuel Barber', 'Leonard Slatkin', 'St. Louis Symphony']",1935,0
"Symphony No. 1, Op. 9: II. Allegro molto","['Samuel Barber', 'Leonard Slatkin', 'St. Louis Symphony']",1935,0
"Symphony No. 1, Op. 9: III. Andante tranquillo","['Samuel Barber', 'Leonard Slatkin', 'St. Louis Symphony']",1935,0
"Symphony No. 1, Op. 9: IV. Con moto (Passacaglia)","['Samuel Barber', 'Leonard Slatkin', 'St. Louis Symphony']",1935,0
"Symphony No. 101 in D Major, Hob. I:101 Clock: II. Andante","['Franz Joseph Haydn', 'Arturo Toscanini']",1949,4
"Symphony No. 14 in A Major, K. 114: II. Andante","['Wolfgang Amadeus Mozart', 'Northern Chamber Orchestra', 'Nicholas Ward']",1995,39
Symphony No. 1: Symphony No. 1: I. Allegro moderato,"['Ellis B. Kohs', 'The Vienna Orchestra', 'F. Charles Adler']",1955,0
"Symphony No. 2 The Age of Anxiety: Pt. 1c, The Seven Stages. Variations 8 - 14","['Leonard Bernstein', 'Philippe Entremont', 'New York Philharmonic']",1950,0
"Symphony No. 2 The Age of Anxiety: Pt. 2c, The Epilogue. L'istesso tempo","['Leonard Bernstein', 'Philippe Entremont', 'New York Philharmonic']",1950,0
"Symphony No. 2 in B-Flat Major, D. 125: II. Andante","['Franz Schubert', 'Charles Münch']",1951,0
"Symphony No. 2 in B-Flat Major, D. 125: III. Menuetto. Allegro vivace","['Franz Schubert', 'Charles Münch']",1950,0
"Symphony No. 2 in B-Flat Major, D. 125: IV. Allegro vivace","['Franz Schubert', 'Charles Münch']",1951,0
"Symphony No. 2 in B-Flat Major, Op. 57: I. Extrêmement lent - Très vif","[Vincent d'Indy, 'Pierre Monteux']",1941,0
"Symphony No. 2 in B-Flat Major, Op. 57: II. Modérément lent","[Vincent d'Indy, 'Pierre Monteux']",1941,0
"Symphony No. 2 in B-Flat Major, Op. 57: III. Modéré - Très animé","[Vincent d'Indy, 'Pierre Monteux']",1941,0
"Symphony No. 2 in B-Flat Major, Op. 57: IV. Lent - Modéré et solennel - Assez vif","[Vincent d'Indy, 'Pierre Monteux']",1941,0
Symphony No. 2 in C Minor Resurrection: I. Allegro maestoso - Remastered,"['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1964,22
Symphony No. 2 in C Minor Resurrection: II. Andante moderato,"['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1964,19
Symphony No. 2 in C Minor Resurrection: III. In ruhig fliessender Bewegung,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1945,1
Symphony No. 2 in C Minor Resurrection: III. In ruhig fließender Bewegung,"['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1964,18
"Symphony No. 2 in C Minor Resurrection: IV. Urlicht. Sehr feierlich, aber schlicht","['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1964,21
Symphony No. 2 in C Minor Resurrection: V. Finale. Im Tempo des Scherzos,"['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1964,23
Symphony No. 2 in C minor Resurrection: I. Allegro maestoso,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1946,0
Symphony No. 2 in C minor Resurrection: III. {Scherzo}. In ruhig fliessender Bewegung,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1946,0
"Symphony No. 2 in C minor Resurrection: IV. Urlicht. Sehr feierlich, aber schlicht (Text from Des Knaben Wunderhorn)","['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1946,0
Symphony No. 2 in C minor Resurrection: V. Im Tempo des Scherzos. Wild herausfahrend,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",1946,0
"Symphony No. 2 in D Major, Op. 36: I. Adagio molto - Allegro con brio","['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",1936,0
"Symphony No. 2 in D Major, Op. 36: II. Larghetto","['Ludwig van Beethoven', 'London Symphony Orchestra', 'Felix Weingartner']",1936,0
"Symphony No. 2 in D Major, Op. 36: III. Scherzo (Allegro)","['Ludwig van Beethoven', 'London Symphony Orchestra', 'Felix Weingartner']",1936,0
"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto","['Ludwig van Beethoven', 'London Symphony Orchestra', 'Felix Weingartner']",1936,0
"Symphony No. 2 in D Major, Op. 43: I. Allegretto","['Jean Sibelius', 'Arturo Toscanini']",1942,0
"Symphony No. 2 in D Major, Op. 43: II. Tempo andante ma rubato","['Jean Sibelius', 'Sir John Barbirolli', 'New York Philharmonic']",1940,0
"Symphony No. 2 in D Major, Op. 43: II. Tempo andante, ma rubato","['Jean Sibelius', 'Arturo Toscanini']",1942,0
"Symphony No. 2 in D Major, Op. 43: III. Vivacissimo","['Jean Sibelius', 'Arturo Toscanini']",1942,0
"Symphony No. 2 in D Major, Op. 43: IV. Finale. Allegro moderato","['Jean Sibelius', 'Leonard Bernstein', 'New York Philharmonic']",1968,16
"Symphony No. 2 in D Major, Op. 43: IV. Finale: Allegro moderato","['Jean Sibelius', 'Sir John Barbirolli', 'New York Philharmonic']",1940,0
"Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo","['Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra']",1951,0
"Symphony No. 2 in D Major, Op. 73: II. Adagio non troppo","['Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra']",1951,0
"Symphony No. 2 in D Major, Op. 73: II. Adagio non troppo - L'istesso tempo, ma grazioso","['Johannes Brahms', 'Sir John Barbirolli', 'New York Philharmonic']",1939,0
"Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso (Quasi andantino)","['Johannes Brahms', 'Bruno Walter', 'Columbia Symphony Orchestra']",1951,0
"Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso - Presto ma non assai - Tempo I","['Johannes Brahms', 'Sir John Barbirolli', 'New York Philharmonic']",1939,0
"Symphony No. 2 in D Major, Op. 73: III. Allegro grazioso (quasi andantino)","['Johannes Brahms', 'Pierre Monteux']",1945,0
"Symphony No. 2 in D Major, Op. 73: IV. Allegro con spirito","['Johannes Brahms', 'Pierre Monteux']",1951,0
"Symphony No. 2 in E-Flat Major, Op. 63: II. Larghetto","['Edward Elgar', 'Daniel Barenboim', 'London Philharmonic Orchestra']",1949,0
"Symphony No. 2, Op. 9 Antar: I. Largo","['Nikolai Rimsky-Korsakov', 'Pierre Monteux']",1946,0
"Symphony No. 2, Op. 9 Antar: II. Allegro","['Nikolai Rimsky-Korsakov', 'Pierre Monteux']",1946,0
"Symphony No. 2, Op. 9 Antar: III. Allegro risoluto alla Marcia","['Nikolai Rimsky-Korsakov', 'Pierre Monteux']",1946,0
"Symphony No. 2, Op. 9 Antar: IV. Allegretto vivace - Adagio","['Nikolai Rimsky-Korsakov', 'Pierre Monteux']",1946,0
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio","['Wolfgang Amadeus Mozart', 'Sir John Barbirolli', 'New York Philharmonic']",1942,0
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio (Live)","['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Bruno Walter']",1956,14
"Symphony No. 25 in G Minor, K. 183: II. Andante","['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",1953,3
"Symphony No. 25 in G Minor, K. 183: II. Andante (Live)","['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Bruno Walter']",1956,7
"Symphony No. 25 in G Minor, K. 183: III. Menuetto - Trio","['Wolfgang Amadeus Mozart', 'Sir John Barbirolli', 'New York Philharmonic']",1942,0
"Symphony No. 25 in G Minor, K. 183: III. Menuetto - Trio (Live)","['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Bruno Walter']",1956,7
"Symphony No. 25 in G Minor, K. 183: IV. Allegro","['Wolfgang Amadeus Mozart', 'Sir John Barbirolli', 'New York Philharmonic']",1942,0
"Symphony No. 25 in G Minor, K. 183: IV. Allegro (Live)","['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Bruno Walter']",1956,7
"Symphony No. 28 in C Major, K. 200 (189k): I. Allegro spiritoso","['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",1947,1
"Symphony No. 28 in C Major, K. 200 (189k): II. Andante","['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",1947,0
"Symphony No. 28 in C Major, K. 200 (189k): III. Menuetto. Allegretto -Trio","['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",1947,0
"Symphony No. 28 in C Major, K. 200 (189k): IV. Presto","['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",1947,0
"Symphony No. 28 in C Major, K. 200: II. Andante","['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",1953,21
"Symphony No. 29 in A Major, K. 201: I. Allegro moderato","['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",1953,9
"Symphony No. 29 in A Major, K. 201: II. Andante","['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",1953,14
Symphony No. 3 Kaddish (To the Beloved Memory of John F. Kennedy): II. Din-Torah,"['Leonard Bernstein', 'New York Philharmonic']",1950,0
Symphony No. 3 Kaddish (To the Beloved Memory of John F. Kennedy): III. Scherzo,"['Leonard Bernstein', 'New York Philharmonic']",1950,0
"Symphony No. 3 In A Minor, Op. 56, MWV N 18 - Scottish: 4. Allegro vivacissimo - Allegro maestoso assai","['Felix Mendelssohn', 'London Symphony Orchestra', 'Peter Maag']",2000,45
"Symphony No. 3 in A Minor, Op. 56 Scottish: I. Andante con moto - Allegro un poco agitato","['Felix Mendelssohn', 'Charles Münch']",1951,0
Symphony No. 3 in C Major: Epilogue (Poco lento),"['Arnold Bax', 'Hallé']",1944,0
Symphony No. 3 in C Major: I. Lento Moderato - Allegro Moderato,"['Arnold Bax', 'Hallé']",1944,0
Symphony No. 3 in C Major: II. Lento,"['Arnold Bax', 'Hallé']",1944,0
Symphony No. 3 in C Major: III. Moderato -,"['Arnold Bax', 'Hallé']",1944,0
"Symphony No. 3 in C Minor, Op. 78 Organ Symphony: 2b. Maestoso - Più allegro - Molto allegro","['Camille Saint-Saëns', 'Peter Hurford', 'Orchestre Symphonique de Montréal', 'Charles Dutoit']",2006,46
"Symphony No. 3 in C Minor, Op. 78 Organ: Allegro","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,8
"Symphony No. 3 in C Minor, Op. 78 Organ: Allegro moderato","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,22
"Symphony No. 3 in C Minor, Op. 78 Organ: I. Adagio","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,22
"Symphony No. 3 in C Minor, Op. 78 Organ: I. Adagio - Allegro moderato","['Camille Saint-Saëns', 'Charles Münch', 'New York Philharmonic']",1949,4
"Symphony No. 3 in C Minor, Op. 78 Organ: II. Allegro moderato","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,20
"Symphony No. 3 in C Minor, Op. 78 Organ: II. Poco adagio","['Camille Saint-Saëns', 'Charles Münch', 'New York Philharmonic']",1949,1
"Symphony No. 3 in C Minor, Op. 78 Organ: III. Allegro moderato - Presto","['Camille Saint-Saëns', 'Charles Münch', 'New York Philharmonic']",1949,0
"Symphony No. 3 in C Minor, Op. 78 Organ: IV. Maestoso - Allegro","['Camille Saint-Saëns', 'Charles Münch', 'New York Philharmonic']",1949,1
"Symphony No. 3 in C Minor, Op. 78 Organ: Maestoso","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,8
"Symphony No. 3 in C Minor, Op. 78 Organ: Poco adagio","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,10
"Symphony No. 3 in C Minor, Op. 78 Organ: Presto","['Camille Saint-Saëns', 'Eugene Ormandy', 'Philadelphia Orchestra']",1961,20
"Symphony No. 3 in D Minor, Part I: I. Kräftig, Entschieden - Remastered","['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1960,16
"Symphony No. 3 in D Minor, Part II: IV. Sehr langsam - Misterioso","['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1960,15
"Symphony No. 3 in D Minor, Part II: VI. Langsam, Ruhevoll. Empfunden","['Gustav Mahler', 'Leonard Bernstein', 'New York Philharmonic']",1960,13
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: 2. Marcia funebre - Adagio assai","['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Hans Pfitzner']",1929,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: 3. Scherzo - Allegro vivace","['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Hans Pfitzner']",1929,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: I. Allegro con brio","['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",1936,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: II. Marcia funebre (Adagio assai)","['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",1936,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: II. Marcia funebre. Adagio assai","['Ludwig van Beethoven', 'Arturo Toscanini']",1942,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: III. Scherzo (Allegro vivace)","['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",1936,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: III. Scherzo. Allegro vivace","['Ludwig van Beethoven', 'Leonard Bernstein', 'New York Philharmonic']",1966,17
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: III. Scherzo. Allegro vivace - Trio","['Ludwig van Beethoven', 'Arturo Toscanini']",1942,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: III. Scherzo: Allegro vivace","['Ludwig van Beethoven', 'Nicolaus Esterhazy Sinfonia', 'Béla Drahos']",1996,38
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: IV. Finale (Allegro molto)","['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",1936,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: IV. Finale. Allegro molto","['Ludwig van Beethoven', 'Leonard Bernstein', 'New York Philharmonic']",1966,17
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: IV. Finale. Allegro molto (Live)","['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']",1954,0
"Symphony No. 3 in E-Flat Major, Op. 55 Eroica: IV. Finale. Allegro molto - Poco andante - Presto","['Ludwig van Beethoven', 'Arturo Toscanini']",1939,0
